website,category_1,confidence_1,category_2,confidence_2,error,status
harimanga.com,Arts & Entertainment,0.9936007857,Computers & Technology,0.319311887,FALSE,200
bookcreator.com,Education/Reference,0.567315042,Education/Reference,0.2681574225,FALSE,200
clients6.com,,,,,TRUE,410
eb2.com,,,,,TRUE,410
crazygames.com,Gaming,0.9587812424,Gaming,0.8421889544,FALSE,200
student.com,Real Estate,1,Education/Reference,0.703968823,FALSE,200
2048game.com,Gaming,0.7405883074,Arts & Entertainment,0.5628670454,FALSE,200
help-app.com,,,,,TRUE,411
8world.com,News/Media,0.3647829294,News/Media,0.172775358,FALSE,200
wordcounter.net,Arts & Entertainment,0.8116039038,Computers & Technology,0.6995761991,FALSE,200
superstarteacher.com.sg,Education/Reference,0.678345561,Education/Reference,0.6523430347,FALSE,200
thaudray.com,,,,,TRUE,410
hooktheory.com,Arts & Entertainment,0.922734797,Computers & Technology,0.2644400597,FALSE,200
play2048.co,Gaming,0.519107759,Gaming,0.4721774459,FALSE,200
flickr.com,Social Networking,0.469317317,Arts & Entertainment,0.1085679457,FALSE,200
sp.edu.sg,Education/Reference,0.9711009264,Computers & Technology,0.1277606338,FALSE,200
mediacorp.sg,News/Media,0.3052940667,Arts & Entertainment,0.2085867524,FALSE,200
js.com,Financial Services,0.6304571033,News/Media,0.3490134478,FALSE,200
mediavine.com,Advertising/Marketing,0.5862136483,Search Engines & Platforms,0.4682343602,FALSE,200
dropbox.com,Web-based Applications,0.8265134096,File Sharing/P2P,0.4833783507,FALSE,200
adobe.com,Computers & Technology,0.6663806438,News/Media,0.2716615796,FALSE,200
cwp.sg,,,,,TRUE,410
t.co,Blogs/Personal Sites,0.3230834901,Social Networking,0.2100297064,FALSE,200
wheelofnames.com,Arts & Entertainment,0.3027698398,Computers & Technology,0.1357945949,FALSE,200
pixlr.com,Computers & Technology,1,Computers & Technology,0.6629641652,FALSE,200
lightnovelpub.com,Arts & Entertainment,0.7665275335,Computers & Technology,0.4865393639,FALSE,200
woogles.io,Gaming,0.6324338913,Gaming,0.3701548874,FALSE,200
remove.bg,Computers & Technology,1,Education/Reference,0.4332803786,FALSE,200
youtube-nocookie.com,,,,,TRUE,410
britannica.com,Education/Reference,0.6577653289,Arts & Entertainment,0.1303193867,FALSE,200
projector.com,Computers & Technology,0.333335042,,,FALSE,200
player.com,,,,,TRUE,410
outramsecondaryschool2.org,Education/Reference,,,,TRUE,410
www.yishunsec.edu.sg,Education/Reference,,,,TRUE,410
novelusb.com,Arts & Entertainment,,,,TRUE,411
wix.com,Web-based Applications,0.3099496067,Web-based Applications,0.10643287,FALSE,200
roots.gov.sg,Arts & Entertainment,0.5946051478,Automotive & Transportation,0.4339300096,FALSE,200
cedexis.com,Computers & Technology,0.2751426697,Computers & Technology,0.1346769631,FALSE,200
loom.com,Computers & Technology,0.9301477075,Computers & Technology,0.7822265029,FALSE,200
multi-chat.net,Email and Messaging,0.8685533404,Computers & Technology,0.4242525697,FALSE,200
glad.app,Computers & Technology,0.2513794303,,,FALSE,200
garticphone.com,Gaming,0.3784388304,Gaming,0.3489544988,FALSE,200
tp.edu.sg,Education/Reference,0.4953568578,Education/Reference,0.1980844289,FALSE,200
password-manager.com,,,,,TRUE,411
koreaboo.com,Arts & Entertainment,0.8216515779,Arts & Entertainment,0.3888457417,FALSE,200
wordleunlimited.org,Gaming,0.8867430687,Gaming,0.3556206822,FALSE,200
support.com,Computers & Technology,0.7568922639,Shopping,0.6796438694,FALSE,200
gimkit.com,Gaming,0.4905458093,Arts & Entertainment,0.3493977189,FALSE,200
nhentai.com,Arts & Entertainment,,,,TRUE,410
loopme.me,,,,,TRUE,411
case-clicker.com,Gaming,0.4568282962,Gaming,0.2308953702,FALSE,200
figma.com,Computers & Technology,0.7040247917,Arts & Entertainment,0.164646402,FALSE,200
keep.com,Health & Medicine,0.3908384442,Health & Medicine,0.183024615,FALSE,200
itch.io,Gaming,0.6439523101,Gaming,0.43427369,FALSE,200
zinmanga.com,Arts & Entertainment,0.9955272079,Computers & Technology,0.2705306411,FALSE,200
narrow.one,Gaming,0.6131526828,Gaming,0.3581901193,FALSE,200
hotjar.com,Web-based Applications,0.9926455021,Computers & Technology,0.3156424165,FALSE,200
admin.google.com,Email and Messaging,0.3240202665,Email and Messaging,0.2910697162,FALSE,200
nationalgeographic.com,Arts & Entertainment,0.7060391903,Arts & Entertainment,0.395106405,FALSE,200
microsoftazuread-sso.com,,,,,TRUE,410
arras.io,Gaming,0.5900496244,Gaming,0.5497179031,FALSE,200
remnote.com,Computers & Technology,0.4514634013,Education/Reference,0.3703021705,FALSE,200
u.net,,,,,TRUE,410
taobao.com,Shopping,0.7697428465,,,FALSE,200
traderie.com,Computers & Technology,0.2852639854,Gaming,0.1321578473,FALSE,200
ads.as.com,,,,,TRUE,410
aniwave.to,Arts & Entertainment,0.9015924335,Arts & Entertainment,0.8144105077,FALSE,200
nus.edu.sg,Education/Reference,0.860081315,,,FALSE,200
combatsiege.com,Gaming,0.4971288443,Gaming,0.3061344624,FALSE,200
sporcle.com,Arts & Entertainment,0.6593773961,Gaming,0.248666957,FALSE,200
minutemedia-prebid.com,,,,,TRUE,410
xlivrdr.com,,,,,TRUE,410
reverso.net,Education/Reference,0.9710379839,Education/Reference,0.4640426338,FALSE,200
adamphoto.com.sg,Shopping,0.5607416034,Shopping,0.4824253023,FALSE,200
hetapus.com,,,,,TRUE,410
wp.com,Blogs/Personal Sites,0.4379217923,Web-based Applications,0.1056402996,FALSE,200
dictionary.com,Education/Reference,0.9543437362,Education/Reference,0.1250256598,FALSE,200
static.com,Web-based Applications,0.4354651868,News/Media,0.1332610399,FALSE,200
hoyoverse.com,Gaming,0.2925134301,Community Sites,0.1970963925,FALSE,200
mangareader.to,Arts & Entertainment,0.9945284724,Computers & Technology,0.516528964,FALSE,200
cookiebot.com,Arts & Entertainment,0.7725047469,Computers & Technology,0.3068428636,FALSE,200
addthis.com,Social Networking,0.252158761,,,FALSE,200
littlealchemy.com,Gaming,0.620954752,Gaming,0.4445132613,FALSE,200
sg.com,,,,,TRUE,410
scrolller.com,Arts & Entertainment,0.2432476431,Arts & Entertainment,0.1181901172,FALSE,200
bit.ly,Computers & Technology,0.769638598,Web-based Applications,0.4997111857,FALSE,200
contextweb.com,Advertising/Marketing,0.4169834852,Health & Medicine,0.346942991,FALSE,200
wizlearn.com,Computers & Technology,0.6566304564,Education/Reference,0.353056848,FALSE,200
manhwatop.com,Arts & Entertainment,0.9918608069,Computers & Technology,0.121745415,FALSE,200
nih.gov,Health & Medicine,0.6947913766,Science,0.286029309,FALSE,200
pokeheroes.com,Gaming,0.6601215005,Gaming,0.5698767304,FALSE,200
mangairo.com,Arts & Entertainment,0.9834683537,,,FALSE,200
bloxd.io,Gaming,0.6062932014,Gaming,0.5627080202,0,200
qiman52.com,,,,,TRUE,410
evernote.com,Computers & Technology,0.828977108,Computers & Technology,0.3637462854,FALSE,200
pgmall.my,,,,,TRUE,411
zhenhunxiaoshuo.com,Computers & Technology,0.9962227345,,,FALSE,200
nacm.xyz,Arts & Entertainment,0.770260036,Arts & Entertainment,0.1501826644,FALSE,200
cursive.chrome,,,,,TRUE,410
ak.com,Gambling,0.7881881595,Gaming,0.5289636254,FALSE,200
indeed.com,Job Search/Careers,0.5298563838,,,FALSE,200
yandex.com,Search Engines & Platforms,0.6501876116,Computers & Technology,0.2774647474,FALSE,200
frvr.com,Gaming,0.9212291837,Gaming,0.7949022055,FALSE,200
myactivity.google.com,Computers & Technology,0.2443395406,Web-based Applications,0.2316386402,FALSE,200
kunmanga.com,Arts & Entertainment,0.9935836196,Computers & Technology,0.524884522,FALSE,200
admanmedia.com,Advertising/Marketing,0.2163207978,,,FALSE,200
downloads.com,Freeware/Software,0.7344524264,Computers & Technology,0.2301023155,FALSE,200
playvideoclub.com,Arts & Entertainment,0.4469951689,Arts & Entertainment,0.3110455573,FALSE,200
trello.com,Computers & Technology,1,Computers & Technology,0.1943869144,FALSE,200
thesaurus.com,Education/Reference,0.9200217128,Education/Reference,0.249493137,FALSE,200
vidoomy.com,Advertising/Marketing,0.3723608255,Arts & Entertainment,0.3295823336,FALSE,200
queue-it.net,,,,,TRUE,410
j8ff09dbyo.com,,,,,TRUE,411
simple-mmo.com,Gaming,0.5437627435,Gaming,0.1968334168,FALSE,200
smashkarts.io,Gaming,0.7690807581,Gaming,0.6234369278,FALSE,200
np.edu.sg,Education/Reference,0.8443104029,Computers & Technology,0.2617803812,FALSE,200
weather.gov.sg,News/Media,0.9898945689,,,FALSE,200
mangafreak.to,Arts & Entertainment,0.985235095,Arts & Entertainment,0.1234904006,FALSE,200
proprofs.com,Computers & Technology,0.8037864566,Computers & Technology,0.4594368041,FALSE,200
acdn.com,,,,,TRUE,410
sparknotes.com,Education/Reference,0.7536752224,Arts & Entertainment,0.3235478997,FALSE,200
inmobi.com,Advertising/Marketing,0.310605973,Computers & Technology,0.1857326329,FALSE,200
typingtest.com,Arts & Entertainment,0.4097720087,Computers & Technology,0.3066386878,FALSE,200
gogoanimes.fi,Arts & Entertainment,0.9738500714,Arts & Entertainment,0.685094595,FALSE,200
mangasee123.com,Arts & Entertainment,0.9820679426,,,FALSE,200
healthhub.sg,Health & Medicine,0.4905204475,Health & Medicine,0.4526347816,FALSE,200
myasiantv.cx,Arts & Entertainment,0.7943918109,Arts & Entertainment,0.7064715624,FALSE,200
coochhastier.top,,,,,TRUE,410
edpuzzle.com,Education/Reference,0.6070632339,Education/Reference,0.2344947755,FALSE,200
cvastico.com,,,,,TRUE,410
polytechnic.edu.sg,,,,,TRUE,410
booking.com,Automotive & Transportation,0.7872720361,Automotive & Transportation,0.7290067673,FALSE,200
youtubeeducation.com,,,,,TRUE,411
kami.app,Education/Reference,0.1824225485,Education/Reference,0.113648504,FALSE,200
creativecdn.com,Arts & Entertainment,0.1116112024,,,FALSE,200
sketchup.com,Computers & Technology,0.69935745,Computers & Technology,0.2100118846,0,200
taroads.com,Advertising/Marketing,0.2723551989,Search Engines & Platforms,0.1848167181,FALSE,200
luminpdf.com,Computers & Technology,1,Computers & Technology,0.2482009679,FALSE,200
photos.com,Arts & Entertainment,0.4321910143,Arts & Entertainment,0.3566668034,FALSE,200
optnx.com,,,,,TRUE,410
gist.build,Computers & Technology,0.6144470572,Advertising/Marketing,0.3081678152,FALSE,200
here.fm,Community Sites,0.3698855937,Social Networking,0.2808258832,FALSE,200
dashnet.org,Gaming,0.5831127763,Computers & Technology,0.4350062311,FALSE,200
theguardian.com,News/Media,0.7670829296,News/Media,0.1396844685,FALSE,200
cc.com,Arts & Entertainment,0.8886784911,Arts & Entertainment,0.2256878465,FALSE,200
litcharts.com,Education/Reference,0.4582153559,Arts & Entertainment,0.3769598603,FALSE,200
perplexity.ai,Computers & Technology,0.6010435224,Business,0.2431014329,FALSE,200
whasiozp.com,,,,,TRUE,410
megacloud.tv,File Sharing/P2P,0.5457844734,Web-based Applications,0.5030575991,FALSE,200
readbluelock.com,Arts & Entertainment,0.9936675429,Computers & Technology,0.435978651,FALSE,200
thetruesize.com,Education/Reference,0.7550679445,Education/Reference,0.493625015,FALSE,200
torn.com,Arts & Entertainment,0.2525664568,,,FALSE,200
citationmachine.net,Arts & Entertainment,0.9148624539,Computers & Technology,0.4890100956,FALSE,200
lofter.com,Arts & Entertainment,0.1144978479,,,FALSE,200
1stkissmanga.me,Arts & Entertainment,0.9959896207,Arts & Entertainment,0.1933027357,FALSE,200
wordplay.com,Gaming,0.9583528638,Gaming,0.5499896407,FALSE,200
firebaseio.com,,,,,FALSE,200
humanbenchmark.com,Gaming,0.4489975274,Arts & Entertainment,0.2509918809,FALSE,200
tapjoyads.com,,,,,TRUE,410
lens.com,Health & Medicine,0.6906372309,,,FALSE,200
etsy.com,Shopping,0.2236452997,,,FALSE,200
artsandculture.google.com,Arts & Entertainment,0.4740042984,Arts & Entertainment,0.4223261178,FALSE,200
izzygames.com,Gaming,0.860793829,Gaming,0.7288148999,FALSE,200
skribbl.io,Gaming,0.7754462361,Gaming,0.662317574,FALSE,200
twoplayergames.org,Gaming,0.9284424186,Gaming,0.8148539066,FALSE,200
sli.do,Arts & Entertainment,0.2740544975,Social Networking,0.1672044247,FALSE,200
tags.net,,,,,TRUE,411
webnovel.com,Computers & Technology,0.6064411402,Arts & Entertainment,0.1303834319,FALSE,200
hetushu.com,Computers & Technology,0.8782878518,Arts & Entertainment,0.1075288728,FALSE,200
carrd.co,,,,,TRUE,411
ookroush.com,,,,,TRUE,410
binomnet.com,,,,,TRUE,410
all2048.com,Gaming,0.9064550996,Gaming,0.641475141,FALSE,200
veed.io,Computers & Technology,1,Computers & Technology,0.5137723088,FALSE,200
softonic.com,Computers & Technology,0.8617312312,Freeware/Software,0.1718955934,FALSE,200
photopea.com,Computers & Technology,1,Computers & Technology,0.4553162754,FALSE,200
mangapill.com,Arts & Entertainment,0.9968084693,Computers & Technology,0.2660449743,FALSE,200
naver.com,News/Media,0.823992908,,,0,200
toyhou.se,Community Sites,0.3877936602,Gaming,0.2535169125,FALSE,200
wordtune.com,Computers & Technology,0.6077335477,Computers & Technology,0.3219662011,FALSE,200
daycomics.com,Arts & Entertainment,0.9196873307,,,FALSE,200
xiaobaotv.net,,,,,TRUE,411
appspot.com,Web-based Applications,0.4474356174,Computers & Technology,0.1307792217,FALSE,200
aliexpress.com,Shopping,0.6010677218,,,FALSE,200
imdb.com,Arts & Entertainment,0.8118518591,Arts & Entertainment,0.5900265574,FALSE,200
omgt3.com,,,,,TRUE,410
manganato.com,Arts & Entertainment,0.9805648923,Computers & Technology,0.3111715019,FALSE,200
script.google.com,Computers & Technology,0.6736503839,Computers & Technology,0.633838594,FALSE,200
shhchack.digital,,,,,TRUE,410
dashboard.com,,,,,TRUE,410
awin1.com,Search Engines & Platforms,0.9387824535,,,FALSE,200
dubzenom.com,,,,,FALSE,200
weebly.com,Web-based Applications,0.4632883966,Web-based Applications,0.2330920994,FALSE,200
potsaglu.net,,,,,TRUE,410
act.com,Computers & Technology,0.8725842237,Advertising/Marketing,0.6113682985,FALSE,200
ap.com,Computers & Technology,0.716149807,Computers & Technology,0.2965387106,FALSE,200
sgcarmart.com,Automotive & Transportation,0.5454953909,Automotive & Transportation,0.318716675,FALSE,200
hdb.gov.sg,Arts & Entertainment,0.7930867076,Government & Legal,0.7906726599,FALSE,200
dogars.org,,,,,TRUE,411
mangahub.io,,,,,TRUE,411
typeracer.com,Gaming,0.7754611969,Computers & Technology,0.3298023343,FALSE,200
janisoninsights.com,Education/Reference,0.8674787283,Education/Reference,0.3586404622,FALSE,200
toonily.com,Arts & Entertainment,0.9857650995,Computers & Technology,0.3690156937,FALSE,200
studio.com,Arts & Entertainment,0.6530948281,Education/Reference,0.271884799,FALSE,200
wordwall.net,Education/Reference,0.778039813,,,FALSE,200
animedao.to,Arts & Entertainment,0.6596662998,,,FALSE,200
aftershockpc.com,Computers & Technology,0.8517130613,Computers & Technology,0.8329490423,FALSE,200
goku.sx,Arts & Entertainment,0.7568665147,Arts & Entertainment,0.5897939205,FALSE,200
freetestpaper.com,Education/Reference,0.9251548052,Education/Reference,0.6638079882,FALSE,200
fendiplay.com,Gaming,0.9397750497,Gaming,0.7193133831,FALSE,200
exams.sg,Education/Reference,0.4302338362,,,FALSE,200
cineb.rs,Arts & Entertainment,0.9831764698,Arts & Entertainment,0.3656102121,FALSE,200
vlr.gg,Gaming,0.850268662,Community Sites,0.2339726835,FALSE,200
blogger.com,Blogs/Personal Sites,0.876098156,,,FALSE,200
watchparty.me,Arts & Entertainment,0.3052360415,Social Networking,0.2240525931,FALSE,200
hgss.org,,,,,TRUE,410
aax-fe-sin.com,,,,,TRUE,410
khanacademy.org,Education/Reference,0.4402581751,Education/Reference,0.2278814763,FALSE,200
kbhgames.com,Gaming,0.9591537714,Gaming,0.7774910927,FALSE,200
radar.com,Computers & Technology,0.8597265482,Education/Reference,0.396427393,FALSE,200
customink.com,Shopping,0.721342802,Shopping,0.6211639047,FALSE,200
adcanvas.com,Advertising/Marketing,0.2744165063,Search Engines & Platforms,0.1730744243,FALSE,200
singaporeair.com,Automotive & Transportation,0.9690673947,,,FALSE,200
adblock-zen-download.com,,,,,TRUE,410
merriam-webster.com,Education/Reference,0.9616450071,Education/Reference,0.1694798321,FALSE,200
flixhq.to,Arts & Entertainment,0.9879330397,Arts & Entertainment,0.3843953013,FALSE,200
oxfordlearnersdictionaries.com,Education/Reference,0.9127570987,Education/Reference,0.3783172369,FALSE,200
invl.io,Computers & Technology,0.2587290108,Automotive & Transportation,0.1939430237,FALSE,200
sephora.sg,Health & Medicine,0.7222344875,Shopping,0.3658982813,FALSE,200
gallup.com,Financial Services,0.7025150061,Business,0.3367858529,FALSE,200
wikihow.com,Education/Reference,0.8262679577,,,FALSE,200
turbowarp.org,,,,,TRUE,411
frenchguys.net,,,,,TRUE,410
theflixer.tv,Arts & Entertainment,0.5755078197,Arts & Entertainment,0.232791245,FALSE,200
tournamentsoftware.com,Sports & Recreation,0.5094634295,Computers & Technology,0.3226466179,0,200
richaudience.com,Advertising/Marketing,0.3247154653,Advertising/Marketing,0.2517942488,FALSE,200
openstreetmap.org,Education/Reference,0.9491384625,Computers & Technology,0.3639332056,FALSE,200
xklxsw.com,,,,,TRUE,411
gv.com.sg,Gaming,0.1728032231,Community Sites,0.1059358045,FALSE,200
agoda.com,Automotive & Transportation,0.4282502234,Automotive & Transportation,0.2308843136,FALSE,200
amt.edu.au,Science,0.8120151162,Sports & Recreation,0.3060005903,FALSE,200
atsg.me,,,,,TRUE,411
shiiyu.moe,Gaming,0.826759994,Gaming,0.3613572419,FALSE,200
symbolab.com,Education/Reference,0.9372507334,Science,0.9197714329,FALSE,200
byjus.com,Education/Reference,0.922565937,Education/Reference,0.84047544,FALSE,200
adpointrtb.com,,,,,TRUE,411
z.com,Financial Services,0.3647933304,Financial Services,0.3111181855,FALSE,200
adthrive.com,Advertising/Marketing,0.5214486122,News/Media,0.2131397873,FALSE,200
jezevec10.com,Gaming,0.3829775751,Gaming,0.2526929975,FALSE,200
tamilgun.ninja,Arts & Entertainment,0.5244472623,Arts & Entertainment,0.1360553503,FALSE,200
